date,timezone,source,origin,tokens,calls,fidelity,day_total_tokens,driver,evidence
2025-05-16,UTC,openai_api,machine/example,11034,,exact,51342,maintenance:docs,synthetic: representative documentation day
2025-05-16,UTC,openai_api,machine/example-laptop,5941,,exact,51342,maintenance:docs,synthetic: representative documentation day
2025-05-17,UTC,claude_chat,account/example-provider,1675,,estimated,38495,building:feature,synthetic: representative feature-building day
2025-05-17,UTC,claude_chat,machine/example,902,,estimated,38495,building:feature,synthetic: representative feature-building day
2025-05-17,UTC,codex,machine/example,19612,,exact,38495,building:feature,synthetic: representative feature-building day
2025-05-17,UTC,codex,machine/example-laptop,10561,,exact,38495,building:feature,synthetic: representative feature-building day
2025-05-17,UTC,qwen_local,account/example-provider,3734,,estimated,38495,building:feature,synthetic: representative feature-building day
2025-05-17,UTC,qwen_local,machine/example,2011,,estimated,38495,building:feature,synthetic: representative feature-building day
2025-05-18,UTC,claude_chat,account/example-provider,5374,,estimated,22236,fixing:bug,synthetic: representative bug-fixing day
2025-05-18,UTC,claude_chat,machine/example,2894,,estimated,22236,fixing:bug,synthetic: representative bug-fixing day
2025-05-18,UTC,perplexity_api,account/example-provider,7274,,estimated,22236,fixing:bug,synthetic: representative bug-fixing day
2025-05-18,UTC,qwen_local,account/example-provider,4351,,estimated,22236,fixing:bug,synthetic: representative bug-fixing day
2025-05-18,UTC,qwen_local,machine/example,2343,,estimated,22236,fixing:bug,synthetic: representative bug-fixing day
2025-05-19,UTC,openai_api,machine/example,24219,3,exact,24219,maintenance:deps,synthetic: representative dependency day
2025-05-21,UTC,claude_code,machine/example,14149,36,exact,55158,fixing:security,synthetic: representative security-fixing day
2025-05-21,UTC,codex,machine/example,37608,9,exact,55158,fixing:security,synthetic: representative security-fixing day
2025-05-21,UTC,qwen_local,account/example-provider,2211,,estimated,55158,fixing:security,synthetic: representative security-fixing day
2025-05-21,UTC,qwen_local,machine/example,1190,,estimated,55158,fixing:security,synthetic: representative security-fixing day
2025-05-22,UTC,openai_api,machine/example,16718,,exact,25720,building:feature,synthetic: representative feature-building day
2025-05-22,UTC,openai_api,machine/example-laptop,9002,,exact,25720,building:feature,synthetic: representative feature-building day
2025-05-23,UTC,claude_chat,account/example-provider,5525,,estimated,15706,shipping,synthetic: representative shipping day
2025-05-23,UTC,openai_api,machine/example,6060,,exact,15706,shipping,synthetic: representative shipping day
2025-05-23,UTC,openai_api,machine/example-laptop,3263,,exact,15706,shipping,synthetic: representative shipping day
2025-05-23,UTC,qwen_local,account/example-provider,858,,estimated,15706,shipping,synthetic: representative shipping day
2025-05-25,UTC,claude_chat,account/example-provider,7216,,estimated,49409,maintenance:sync,synthetic: representative sync-maintenance day
2025-05-25,UTC,codex,machine/example,26181,,exact,49409,maintenance:sync,synthetic: representative sync-maintenance day
2025-05-25,UTC,codex,machine/example-laptop,14097,,exact,49409,maintenance:sync,synthetic: representative sync-maintenance day
2025-05-25,UTC,openai_api,machine/example,1245,,exact,49409,maintenance:sync,synthetic: representative sync-maintenance day
2025-05-25,UTC,openai_api,machine/example-laptop,670,,exact,49409,maintenance:sync,synthetic: representative sync-maintenance day
2025-05-26,UTC,claude_chat,account/example-provider,2441,,estimated,28423,writing,synthetic: representative writing day
2025-05-26,UTC,openai_api,machine/example,25982,7,exact,28423,writing,synthetic: representative writing day
2025-05-28,UTC,claude_code,machine/example,2011,,exact,11605,maintenance:sync,synthetic: representative sync-maintenance day
2025-05-28,UTC,claude_code,machine/example-laptop,1083,,exact,11605,maintenance:sync,synthetic: representative sync-maintenance day
2025-05-28,UTC,qwen_local,account/example-provider,5532,,estimated,11605,maintenance:sync,synthetic: representative sync-maintenance day
2025-05-28,UTC,qwen_local,machine/example,2979,,estimated,11605,maintenance:sync,synthetic: representative sync-maintenance day
2025-05-30,UTC,claude_chat,account/example-provider,7470,,estimated,7470,maintenance:hygiene,synthetic: representative hygiene day
2025-05-31,UTC,claude_code,machine/example,16076,,exact,41579,career,synthetic: representative career day
2025-05-31,UTC,claude_code,machine/example-laptop,8656,,exact,41579,career,synthetic: representative career day
2025-05-31,UTC,openai_api,machine/example,16847,13,exact,41579,career,synthetic: representative career day
2025-06-01,UTC,claude_chat,account/example-provider,3480,,estimated,15190,fixing:bug,synthetic: representative bug-fixing day
2025-06-01,UTC,claude_chat,machine/example,1874,,estimated,15190,fixing:bug,synthetic: representative bug-fixing day
2025-06-01,UTC,openai_api,machine/example,6393,,exact,15190,fixing:bug,synthetic: representative bug-fixing day
2025-06-01,UTC,openai_api,machine/example-laptop,3443,,exact,15190,fixing:bug,synthetic: representative bug-fixing day
2025-06-02,UTC,qwen_local,account/example-provider,3533,,estimated,5436,maintenance:sync,synthetic: representative sync-maintenance day
2025-06-02,UTC,qwen_local,machine/example,1903,,estimated,5436,maintenance:sync,synthetic: representative sync-maintenance day
2025-06-03,UTC,codex,machine/example,14196,31,exact,14196,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-06-04,UTC,openai_api,machine/example,22745,35,exact,22745,strategy,synthetic: representative strategy day
2025-06-06,UTC,codex,machine/example,12586,7,exact,38495,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-06-06,UTC,openai_api,machine/example,24122,26,exact,38495,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-06-06,UTC,perplexity_api,account/example-provider,1162,,estimated,38495,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-06-06,UTC,perplexity_api,machine/example,625,,estimated,38495,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-06-11,UTC,perplexity_api,account/example-provider,4724,,estimated,12559,maintenance:deps,synthetic: representative dependency day
2025-06-11,UTC,perplexity_api,machine/example,2543,,estimated,12559,maintenance:deps,synthetic: representative dependency day
2025-06-11,UTC,qwen_local,account/example-provider,3440,,estimated,12559,maintenance:deps,synthetic: representative dependency day
2025-06-11,UTC,qwen_local,machine/example,1852,,estimated,12559,maintenance:deps,synthetic: representative dependency day
2025-06-12,UTC,codex,machine/example,18831,,exact,28971,fixing:security,synthetic: representative security-fixing day
2025-06-12,UTC,codex,machine/example-laptop,10140,,exact,28971,fixing:security,synthetic: representative security-fixing day
2025-06-15,UTC,perplexity_api,account/example-provider,1652,,estimated,1652,maintenance:sync,synthetic: representative sync-maintenance day
2025-06-16,UTC,codex,machine/example,1640,,exact,2523,maintenance:hygiene,synthetic: representative hygiene day
2025-06-16,UTC,codex,machine/example-laptop,883,,exact,2523,maintenance:hygiene,synthetic: representative hygiene day
2025-06-18,UTC,codex,machine/example,14215,34,exact,19561,building:spec,synthetic: representative spec-writing day
2025-06-18,UTC,perplexity_api,account/example-provider,3475,,estimated,19561,building:spec,synthetic: representative spec-writing day
2025-06-18,UTC,perplexity_api,machine/example,1871,,estimated,19561,building:spec,synthetic: representative spec-writing day
2025-06-19,UTC,openai_api,machine/example,41194,10,exact,41194,maintenance:sync,synthetic: representative sync-maintenance day
2025-06-20,UTC,claude_code,machine/example,32103,5,exact,32103,fixing:security,synthetic: representative security-fixing day
2025-06-21,UTC,qwen_local,account/example-provider,1778,,estimated,2735,fixing:bug,synthetic: representative bug-fixing day
2025-06-21,UTC,qwen_local,machine/example,957,,estimated,2735,fixing:bug,synthetic: representative bug-fixing day
2025-06-22,UTC,codex,machine/example,1879,,exact,2890,career,synthetic: representative career day
2025-06-22,UTC,codex,machine/example-laptop,1011,,exact,2890,career,synthetic: representative career day
2025-06-23,UTC,claude_chat,account/example-provider,1528,,estimated,6717,maintenance:sync,synthetic: representative sync-maintenance day
2025-06-23,UTC,claude_chat,machine/example,823,,estimated,6717,maintenance:sync,synthetic: representative sync-maintenance day
2025-06-23,UTC,perplexity_api,account/example-provider,2838,,estimated,6717,maintenance:sync,synthetic: representative sync-maintenance day
2025-06-23,UTC,perplexity_api,machine/example,1528,,estimated,6717,maintenance:sync,synthetic: representative sync-maintenance day
2025-06-26,UTC,claude_chat,account/example-provider,2554,,estimated,29878,maintenance:docs,synthetic: representative documentation day
2025-06-26,UTC,claude_chat,machine/example,1375,,estimated,29878,maintenance:docs,synthetic: representative documentation day
2025-06-26,UTC,claude_code,machine/example,16867,,exact,29878,maintenance:docs,synthetic: representative documentation day
2025-06-26,UTC,claude_code,machine/example-laptop,9082,,exact,29878,maintenance:docs,synthetic: representative documentation day
2025-06-27,UTC,claude_chat,account/example-provider,3086,,estimated,15776,shipping,synthetic: representative shipping day
2025-06-27,UTC,claude_chat,machine/example,1662,,estimated,15776,shipping,synthetic: representative shipping day
2025-06-27,UTC,claude_code,machine/example,5142,,exact,15776,shipping,synthetic: representative shipping day
2025-06-27,UTC,claude_code,machine/example-laptop,2769,,exact,15776,shipping,synthetic: representative shipping day
2025-06-27,UTC,perplexity_api,account/example-provider,2026,,estimated,15776,shipping,synthetic: representative shipping day
2025-06-27,UTC,perplexity_api,machine/example,1091,,estimated,15776,shipping,synthetic: representative shipping day
2025-06-29,UTC,claude_code,machine/example,29438,3,exact,37882,fixing:data,synthetic: representative data-fixing day
2025-06-29,UTC,perplexity_api,account/example-provider,4306,,estimated,37882,fixing:data,synthetic: representative data-fixing day
2025-06-29,UTC,perplexity_api,machine/example,2318,,estimated,37882,fixing:data,synthetic: representative data-fixing day
2025-06-29,UTC,qwen_local,account/example-provider,1183,,estimated,37882,fixing:data,synthetic: representative data-fixing day
2025-06-29,UTC,qwen_local,machine/example,637,,estimated,37882,fixing:data,synthetic: representative data-fixing day
2025-07-01,UTC,claude_chat,account/example-provider,4772,,estimated,9263,career,synthetic: representative career day
2025-07-01,UTC,claude_chat,machine/example,2570,,estimated,9263,career,synthetic: representative career day
2025-07-01,UTC,qwen_local,account/example-provider,1249,,estimated,9263,career,synthetic: representative career day
2025-07-01,UTC,qwen_local,machine/example,672,,estimated,9263,career,synthetic: representative career day
2025-07-02,UTC,claude_code,machine/example,41750,23,exact,41750,maintenance:hygiene,synthetic: representative hygiene day
2025-07-03,UTC,claude_code,machine/example,10423,,exact,18878,shipping,synthetic: representative shipping day
2025-07-03,UTC,claude_code,machine/example-laptop,5612,,exact,18878,shipping,synthetic: representative shipping day
2025-07-03,UTC,perplexity_api,account/example-provider,2843,,estimated,18878,shipping,synthetic: representative shipping day
2025-07-04,UTC,perplexity_api,account/example-provider,6605,,estimated,6605,research,synthetic: representative research day
2025-07-05,UTC,claude_chat,account/example-provider,5062,,estimated,7787,unknown,synthetic: no defensible driver recoverable from demo evidence
2025-07-05,UTC,claude_chat,machine/example,2725,,estimated,7787,unknown,synthetic: no defensible driver recoverable from demo evidence
2025-07-06,UTC,claude_code,machine/example,3786,,exact,22531,fixing:data,synthetic: representative data-fixing day
2025-07-06,UTC,claude_code,machine/example-laptop,2039,,exact,22531,fixing:data,synthetic: representative data-fixing day
2025-07-06,UTC,codex,machine/example,5504,,exact,22531,fixing:data,synthetic: representative data-fixing day
2025-07-06,UTC,codex,machine/example-laptop,2964,,exact,22531,fixing:data,synthetic: representative data-fixing day
2025-07-06,UTC,qwen_local,account/example-provider,5355,,estimated,22531,fixing:data,synthetic: representative data-fixing day
2025-07-06,UTC,qwen_local,machine/example,2883,,estimated,22531,fixing:data,synthetic: representative data-fixing day
2025-07-08,UTC,perplexity_api,account/example-provider,3725,,estimated,5730,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-07-08,UTC,perplexity_api,machine/example,2005,,estimated,5730,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-07-09,UTC,claude_code,machine/example,4178,29,exact,12132,unknown,synthetic: no defensible driver recoverable from demo evidence
2025-07-09,UTC,codex,machine/example,1707,,exact,12132,unknown,synthetic: no defensible driver recoverable from demo evidence
2025-07-09,UTC,codex,machine/example-laptop,919,,exact,12132,unknown,synthetic: no defensible driver recoverable from demo evidence
2025-07-09,UTC,perplexity_api,account/example-provider,5328,,estimated,12132,unknown,synthetic: no defensible driver recoverable from demo evidence
2025-07-10,UTC,perplexity_api,account/example-provider,4164,,estimated,6406,building:spec,synthetic: representative spec-writing day
2025-07-10,UTC,perplexity_api,machine/example,2242,,estimated,6406,building:spec,synthetic: representative spec-writing day
2025-07-13,UTC,claude_chat,account/example-provider,4814,,estimated,34906,maintenance:deps,synthetic: representative dependency day
2025-07-13,UTC,claude_chat,machine/example,2592,,estimated,34906,maintenance:deps,synthetic: representative dependency day
2025-07-13,UTC,openai_api,machine/example,13606,,exact,34906,maintenance:deps,synthetic: representative dependency day
2025-07-13,UTC,openai_api,machine/example-laptop,7326,,exact,34906,maintenance:deps,synthetic: representative dependency day
2025-07-13,UTC,perplexity_api,account/example-provider,4269,,estimated,34906,maintenance:deps,synthetic: representative dependency day
2025-07-13,UTC,perplexity_api,machine/example,2299,,estimated,34906,maintenance:deps,synthetic: representative dependency day
2025-07-15,UTC,claude_chat,account/example-provider,2309,,estimated,4990,maintenance:deps,synthetic: representative dependency day
2025-07-15,UTC,perplexity_api,account/example-provider,1392,,estimated,4990,maintenance:deps,synthetic: representative dependency day
2025-07-15,UTC,perplexity_api,machine/example,749,,estimated,4990,maintenance:deps,synthetic: representative dependency day
2025-07-15,UTC,qwen_local,account/example-provider,351,,estimated,4990,maintenance:deps,synthetic: representative dependency day
2025-07-15,UTC,qwen_local,machine/example,189,,estimated,4990,maintenance:deps,synthetic: representative dependency day
2025-07-17,UTC,claude_code,machine/example,17915,,exact,32118,fixing:data,synthetic: representative data-fixing day
2025-07-17,UTC,claude_code,machine/example-laptop,9646,,exact,32118,fixing:data,synthetic: representative data-fixing day
2025-07-17,UTC,perplexity_api,account/example-provider,4557,,estimated,32118,fixing:data,synthetic: representative data-fixing day
2025-07-19,UTC,claude_chat,account/example-provider,4119,,estimated,28448,maintenance:docs,synthetic: representative documentation day
2025-07-19,UTC,claude_chat,machine/example,2218,,estimated,28448,maintenance:docs,synthetic: representative documentation day
2025-07-19,UTC,claude_code,machine/example,11521,,exact,28448,maintenance:docs,synthetic: representative documentation day
2025-07-19,UTC,claude_code,machine/example-laptop,6203,,exact,28448,maintenance:docs,synthetic: representative documentation day
2025-07-19,UTC,perplexity_api,account/example-provider,4387,,estimated,28448,maintenance:docs,synthetic: representative documentation day
2025-07-20,UTC,claude_chat,account/example-provider,6032,,estimated,50301,fixing:bug,synthetic: representative bug-fixing day
2025-07-20,UTC,claude_code,machine/example,25865,,exact,50301,fixing:bug,synthetic: representative bug-fixing day
2025-07-20,UTC,claude_code,machine/example-laptop,13927,,exact,50301,fixing:bug,synthetic: representative bug-fixing day
2025-07-20,UTC,qwen_local,account/example-provider,4477,,estimated,50301,fixing:bug,synthetic: representative bug-fixing day
2025-07-22,UTC,qwen_local,account/example-provider,2294,,estimated,3529,mixed,"synthetic: mixed activity, no single dominant driver"
2025-07-22,UTC,qwen_local,machine/example,1235,,estimated,3529,mixed,"synthetic: mixed activity, no single dominant driver"
2025-07-23,UTC,openai_api,machine/example,10538,,exact,29116,building:spec,synthetic: representative spec-writing day
2025-07-23,UTC,openai_api,machine/example-laptop,5674,,exact,29116,building:spec,synthetic: representative spec-writing day
2025-07-23,UTC,perplexity_api,account/example-provider,5129,,estimated,29116,building:spec,synthetic: representative spec-writing day
2025-07-23,UTC,qwen_local,account/example-provider,7775,,estimated,29116,building:spec,synthetic: representative spec-writing day
2025-07-24,UTC,claude_chat,account/example-provider,3708,,estimated,9628,building:content,synthetic: representative content-building day
2025-07-24,UTC,claude_chat,machine/example,1997,,estimated,9628,building:content,synthetic: representative content-building day
2025-07-24,UTC,qwen_local,account/example-provider,2550,,estimated,9628,building:content,synthetic: representative content-building day
2025-07-24,UTC,qwen_local,machine/example,1373,,estimated,9628,building:content,synthetic: representative content-building day
2025-07-25,UTC,claude_code,machine/example,30094,3,exact,30094,mixed,"synthetic: mixed activity, no single dominant driver"
2025-07-26,UTC,claude_code,machine/example,11523,40,exact,20033,unknown,synthetic: no defensible driver recoverable from demo evidence
2025-07-26,UTC,qwen_local,account/example-provider,8510,,estimated,20033,unknown,synthetic: no defensible driver recoverable from demo evidence
2025-07-29,UTC,claude_chat,account/example-provider,7827,,estimated,71015,building:feature,synthetic: representative feature-building day
2025-07-29,UTC,codex,machine/example,16186,,exact,71015,building:feature,synthetic: representative feature-building day
2025-07-29,UTC,codex,machine/example-laptop,8715,,exact,71015,building:feature,synthetic: representative feature-building day
2025-07-29,UTC,openai_api,machine/example,38287,10,exact,71015,building:feature,synthetic: representative feature-building day
2025-08-02,UTC,claude_chat,account/example-provider,4012,,estimated,12947,mixed,"synthetic: mixed activity, no single dominant driver"
2025-08-02,UTC,claude_chat,machine/example,2160,,estimated,12947,mixed,"synthetic: mixed activity, no single dominant driver"
2025-08-02,UTC,qwen_local,account/example-provider,6775,,estimated,12947,mixed,"synthetic: mixed activity, no single dominant driver"
2025-08-04,UTC,codex,machine/example,4405,,exact,8952,career,synthetic: representative career day
2025-08-04,UTC,codex,machine/example-laptop,2372,,exact,8952,career,synthetic: representative career day
2025-08-04,UTC,qwen_local,account/example-provider,2175,,estimated,8952,career,synthetic: representative career day
2025-08-08,UTC,codex,machine/example,20966,,exact,72489,writing,synthetic: representative writing day
2025-08-08,UTC,codex,machine/example-laptop,11290,,exact,72489,writing,synthetic: representative writing day
2025-08-08,UTC,openai_api,machine/example,31236,10,exact,72489,writing,synthetic: representative writing day
2025-08-08,UTC,qwen_local,account/example-provider,5848,,estimated,72489,writing,synthetic: representative writing day
2025-08-08,UTC,qwen_local,machine/example,3149,,estimated,72489,writing,synthetic: representative writing day
2025-08-09,UTC,claude_chat,account/example-provider,2867,,estimated,4410,shipping,synthetic: representative shipping day
2025-08-09,UTC,claude_chat,machine/example,1543,,estimated,4410,shipping,synthetic: representative shipping day
2025-08-11,UTC,claude_code,machine/example,18818,,exact,34035,shipping,synthetic: representative shipping day
2025-08-11,UTC,claude_code,machine/example-laptop,10132,,exact,34035,shipping,synthetic: representative shipping day
2025-08-11,UTC,perplexity_api,account/example-provider,3305,,estimated,34035,shipping,synthetic: representative shipping day
2025-08-11,UTC,perplexity_api,machine/example,1780,,estimated,34035,shipping,synthetic: representative shipping day
2025-08-12,UTC,claude_chat,account/example-provider,3873,,estimated,13716,shipping,synthetic: representative shipping day
2025-08-12,UTC,claude_chat,machine/example,2085,,estimated,13716,shipping,synthetic: representative shipping day
2025-08-12,UTC,perplexity_api,account/example-provider,7758,,estimated,13716,shipping,synthetic: representative shipping day
2025-08-13,UTC,claude_code,machine/example,3528,,exact,5427,unknown,synthetic: no defensible driver recoverable from demo evidence
2025-08-13,UTC,claude_code,machine/example-laptop,1899,,exact,5427,unknown,synthetic: no defensible driver recoverable from demo evidence
2025-08-15,UTC,claude_code,machine/example,7064,,exact,46578,maintenance:hygiene,synthetic: representative hygiene day
2025-08-15,UTC,claude_code,machine/example-laptop,3803,,exact,46578,maintenance:hygiene,synthetic: representative hygiene day
2025-08-15,UTC,openai_api,machine/example,19122,,exact,46578,maintenance:hygiene,synthetic: representative hygiene day
2025-08-15,UTC,openai_api,machine/example-laptop,10296,,exact,46578,maintenance:hygiene,synthetic: representative hygiene day
2025-08-15,UTC,qwen_local,account/example-provider,4090,,estimated,46578,maintenance:hygiene,synthetic: representative hygiene day
2025-08-15,UTC,qwen_local,machine/example,2203,,estimated,46578,maintenance:hygiene,synthetic: representative hygiene day
2025-08-16,UTC,claude_chat,account/example-provider,3225,,estimated,24252,research,synthetic: representative research day
2025-08-16,UTC,claude_chat,machine/example,1736,,estimated,24252,research,synthetic: representative research day
2025-08-16,UTC,codex,machine/example,9839,,exact,24252,research,synthetic: representative research day
2025-08-16,UTC,codex,machine/example-laptop,5298,,exact,24252,research,synthetic: representative research day
2025-08-16,UTC,qwen_local,account/example-provider,2700,,estimated,24252,research,synthetic: representative research day
2025-08-16,UTC,qwen_local,machine/example,1454,,estimated,24252,research,synthetic: representative research day
2025-08-19,UTC,claude_chat,account/example-provider,6694,,estimated,42092,building:infra,synthetic: representative infrastructure day
2025-08-19,UTC,claude_code,machine/example,23009,,exact,42092,building:infra,synthetic: representative infrastructure day
2025-08-19,UTC,claude_code,machine/example-laptop,12389,,exact,42092,building:infra,synthetic: representative infrastructure day
2025-08-27,UTC,claude_chat,account/example-provider,6128,,estimated,6128,building:infra,synthetic: representative infrastructure day
2025-08-28,UTC,claude_chat,account/example-provider,3575,,estimated,10590,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-08-28,UTC,claude_chat,machine/example,1925,,estimated,10590,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-08-28,UTC,perplexity_api,account/example-provider,469,,estimated,10590,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-08-28,UTC,perplexity_api,machine/example,253,,estimated,10590,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-08-28,UTC,qwen_local,account/example-provider,2839,,estimated,10590,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-08-28,UTC,qwen_local,machine/example,1529,,estimated,10590,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-08-29,UTC,claude_chat,account/example-provider,5249,,estimated,38776,career,synthetic: representative career day
2025-08-29,UTC,claude_chat,machine/example,2826,,estimated,38776,career,synthetic: representative career day
2025-08-29,UTC,openai_api,machine/example,30701,1,exact,38776,career,synthetic: representative career day
2025-08-31,UTC,claude_chat,account/example-provider,345,,estimated,531,unknown,synthetic: no defensible driver recoverable from demo evidence
2025-08-31,UTC,claude_chat,machine/example,186,,estimated,531,unknown,synthetic: no defensible driver recoverable from demo evidence
2025-09-01,UTC,codex,machine/example,37059,16,exact,51448,building:spec,synthetic: representative spec-writing day
2025-09-01,UTC,perplexity_api,account/example-provider,4039,,estimated,51448,building:spec,synthetic: representative spec-writing day
2025-09-01,UTC,perplexity_api,machine/example,2175,,estimated,51448,building:spec,synthetic: representative spec-writing day
2025-09-01,UTC,qwen_local,account/example-provider,5314,,estimated,51448,building:spec,synthetic: representative spec-writing day
2025-09-01,UTC,qwen_local,machine/example,2861,,estimated,51448,building:spec,synthetic: representative spec-writing day
2025-09-03,UTC,claude_chat,account/example-provider,4936,,estimated,22077,maintenance:hygiene,synthetic: representative hygiene day
2025-09-03,UTC,claude_chat,machine/example,2658,,estimated,22077,maintenance:hygiene,synthetic: representative hygiene day
2025-09-03,UTC,perplexity_api,account/example-provider,6631,,estimated,22077,maintenance:hygiene,synthetic: representative hygiene day
2025-09-03,UTC,qwen_local,account/example-provider,7852,,estimated,22077,maintenance:hygiene,synthetic: representative hygiene day
2025-09-05,UTC,qwen_local,account/example-provider,6939,,estimated,6939,maintenance:hygiene,synthetic: representative hygiene day
2025-09-06,UTC,qwen_local,account/example-provider,3621,,estimated,3621,research,synthetic: representative research day
2025-09-07,UTC,codex,machine/example,18303,,exact,34072,fixing:security,synthetic: representative security-fixing day
2025-09-07,UTC,codex,machine/example-laptop,9856,,exact,34072,fixing:security,synthetic: representative security-fixing day
2025-09-07,UTC,openai_api,machine/example,3843,,exact,34072,fixing:security,synthetic: representative security-fixing day
2025-09-07,UTC,openai_api,machine/example-laptop,2070,,exact,34072,fixing:security,synthetic: representative security-fixing day
2025-09-09,UTC,claude_code,machine/example,14607,22,exact,21440,maintenance:docs,synthetic: representative documentation day
2025-09-09,UTC,perplexity_api,account/example-provider,4025,,estimated,21440,maintenance:docs,synthetic: representative documentation day
2025-09-09,UTC,qwen_local,account/example-provider,2808,,estimated,21440,maintenance:docs,synthetic: representative documentation day
2025-09-10,UTC,codex,machine/example,19481,,exact,34306,research,synthetic: representative research day
2025-09-10,UTC,codex,machine/example-laptop,10489,,exact,34306,research,synthetic: representative research day
2025-09-10,UTC,qwen_local,account/example-provider,2818,,estimated,34306,research,synthetic: representative research day
2025-09-10,UTC,qwen_local,machine/example,1518,,estimated,34306,research,synthetic: representative research day
2025-09-11,UTC,claude_code,machine/example,20735,39,exact,62593,fixing:bug,synthetic: representative bug-fixing day
2025-09-11,UTC,openai_api,machine/example,25052,,exact,62593,fixing:bug,synthetic: representative bug-fixing day
2025-09-11,UTC,openai_api,machine/example-laptop,13490,,exact,62593,fixing:bug,synthetic: representative bug-fixing day
2025-09-11,UTC,qwen_local,account/example-provider,3316,,estimated,62593,fixing:bug,synthetic: representative bug-fixing day
2025-09-12,UTC,claude_code,machine/example,24322,16,exact,28976,research,synthetic: representative research day
2025-09-12,UTC,perplexity_api,account/example-provider,4654,,estimated,28976,research,synthetic: representative research day
2025-09-14,UTC,qwen_local,account/example-provider,3874,,estimated,3874,building:infra,synthetic: representative infrastructure day
2025-09-16,UTC,openai_api,machine/example,31145,29,exact,42903,unknown,synthetic: no defensible driver recoverable from demo evidence
2025-09-16,UTC,perplexity_api,account/example-provider,2369,,estimated,42903,unknown,synthetic: no defensible driver recoverable from demo evidence
2025-09-16,UTC,perplexity_api,machine/example,1276,,estimated,42903,unknown,synthetic: no defensible driver recoverable from demo evidence
2025-09-16,UTC,qwen_local,account/example-provider,8113,,estimated,42903,unknown,synthetic: no defensible driver recoverable from demo evidence
2025-09-17,UTC,claude_code,machine/example,2365,,exact,47124,career,synthetic: representative career day
2025-09-17,UTC,claude_code,machine/example-laptop,1273,,exact,47124,career,synthetic: representative career day
2025-09-17,UTC,codex,machine/example,27094,,exact,47124,career,synthetic: representative career day
2025-09-17,UTC,codex,machine/example-laptop,14589,,exact,47124,career,synthetic: representative career day
2025-09-17,UTC,openai_api,machine/example,1172,,exact,47124,career,synthetic: representative career day
2025-09-17,UTC,openai_api,machine/example-laptop,631,,exact,47124,career,synthetic: representative career day
2025-09-18,UTC,codex,machine/example,22829,,exact,35122,maintenance:docs,synthetic: representative documentation day
2025-09-18,UTC,codex,machine/example-laptop,12293,,exact,35122,maintenance:docs,synthetic: representative documentation day
2025-09-20,UTC,claude_chat,account/example-provider,2580,,estimated,9428,building:feature,synthetic: representative feature-building day
2025-09-20,UTC,claude_code,machine/example,2857,,exact,9428,building:feature,synthetic: representative feature-building day
2025-09-20,UTC,claude_code,machine/example-laptop,1539,,exact,9428,building:feature,synthetic: representative feature-building day
2025-09-20,UTC,qwen_local,account/example-provider,1594,,estimated,9428,building:feature,synthetic: representative feature-building day
2025-09-20,UTC,qwen_local,machine/example,858,,estimated,9428,building:feature,synthetic: representative feature-building day
2025-09-23,UTC,claude_chat,account/example-provider,4205,,estimated,45074,maintenance:hygiene,synthetic: representative hygiene day
2025-09-23,UTC,claude_chat,machine/example,2264,,estimated,45074,maintenance:hygiene,synthetic: representative hygiene day
2025-09-23,UTC,codex,machine/example,19453,,exact,45074,maintenance:hygiene,synthetic: representative hygiene day
2025-09-23,UTC,codex,machine/example-laptop,10474,,exact,45074,maintenance:hygiene,synthetic: representative hygiene day
2025-09-23,UTC,perplexity_api,account/example-provider,5641,,estimated,45074,maintenance:hygiene,synthetic: representative hygiene day
2025-09-23,UTC,perplexity_api,machine/example,3037,,estimated,45074,maintenance:hygiene,synthetic: representative hygiene day
2025-09-26,UTC,codex,machine/example,16619,,exact,25567,maintenance:hygiene,synthetic: representative hygiene day
2025-09-26,UTC,codex,machine/example-laptop,8948,,exact,25567,maintenance:hygiene,synthetic: representative hygiene day
2025-09-27,UTC,claude_code,machine/example,13600,,exact,20923,building:content,synthetic: representative content-building day
2025-09-27,UTC,claude_code,machine/example-laptop,7323,,exact,20923,building:content,synthetic: representative content-building day
2025-09-30,UTC,codex,machine/example,26049,3,exact,26049,unknown,synthetic: no defensible driver recoverable from demo evidence
2025-10-01,UTC,claude_chat,account/example-provider,5662,,estimated,41799,building:content,synthetic: representative content-building day
2025-10-01,UTC,claude_chat,machine/example,3048,,estimated,41799,building:content,synthetic: representative content-building day
2025-10-01,UTC,openai_api,machine/example,19453,,exact,41799,building:content,synthetic: representative content-building day
2025-10-01,UTC,openai_api,machine/example-laptop,10475,,exact,41799,building:content,synthetic: representative content-building day
